state,n_obs,top1,top3,dist_median_km,modelo,modo
global,4037,0.6440426058954669,0.7535298488976964,23.13196680979708,rf,personalizado
estacionario,3514,0.7214001138303927,0.8252703471826978,20.97587752578233,rf,personalizado
migración,523,0.124282982791587,0.27151051625239003,196.39860947245245,rf,personalizado
