state,n_obs,top1,top3,dist_median_km,modelo,modo
global,3960,0.5757575757575758,0.7315656565656565,24.116020173131368,rf,poblacional
estacionario,3509,0.6320889142205757,0.7922485038472499,22.98281506885804,rf,poblacional
migración,451,0.13747228381374724,0.25942350332594233,204.72214194582995,rf,poblacional
